"symboling","make","fuel.type","aspiration","num.of.doors","body.style","drive.wheels","engine.location","wheel.base","length","width","height","curb.weight","engine.type","num.of.cylinders","engine.size","fuel.system","bore","stroke","compression.ratio","horsepower","peak.rpm","city.mpg","highway.mpg","price","log_price"
3,"mitsubishi","gas","turbo","two","hatchback","fwd","front",95.9,173.2,66.3,50.2,2921,"ohc","three_four",156,"spdi",3.59,3.86,7,145,5000,19,24,14869,9.60703378769722
3,"mitsubishi","gas","turbo","two","hatchback","fwd","front",95.9,173.2,66.3,50.2,2926,"ohc","three_four",156,"spdi",3.59,3.86,7,145,5000,19,24,14489,9.58114501982072
1,"mitsubishi","gas","std","four","sedan","fwd","front",96.3,172.4,65.4,51.6,2365,"ohc","three_four",122,"2bbl",3.35,3.46,8.5,88,5000,25,32,6989,8.85209276347713
1,"mitsubishi","gas","std","four","sedan","fwd","front",96.3,172.4,65.4,51.6,2405,"ohc","three_four",122,"2bbl",3.35,3.46,8.5,88,5000,25,32,8189,9.01054706927019
1,"mitsubishi","gas","turbo","four","sedan","fwd","front",96.3,172.4,65.4,51.6,2403,"ohc","three_four",110,"spdi",3.17,3.46,7.5,116,5500,23,30,9279,9.13550906135318
-1,"mitsubishi","gas","std","four","sedan","fwd","front",96.3,172.4,65.4,51.6,2403,"ohc","three_four",110,"spdi",3.17,3.46,7.5,116,5500,23,30,9279,9.13550906135318
1,"nissan","gas","std","two","sedan","fwd","front",94.5,165.3,63.8,54.5,1889,"ohc","three_four",97,"2bbl",3.15,3.29,9.4,69,5200,31,37,5499,8.61232153650781
1,"nissan","diesel","std","two","sedan","fwd","front",94.5,165.3,63.8,54.5,2017,"ohc","three_four",103,"idi",2.99,3.47,21.9,55,4800,45,50,7099,8.86770920803939
1,"nissan","gas","std","two","sedan","fwd","front",94.5,165.3,63.8,54.5,1918,"ohc","three_four",97,"2bbl",3.15,3.29,9.4,69,5200,31,37,6649,8.80222174640246
1,"nissan","gas","std","four","sedan","fwd","front",94.5,165.3,63.8,54.5,1938,"ohc","three_four",97,"2bbl",3.15,3.29,9.4,69,5200,31,37,6849,8.83185793519791
1,"nissan","gas","std","four","wagon","fwd","front",94.5,170.2,63.8,53.5,2024,"ohc","three_four",97,"2bbl",3.15,3.29,9.4,69,5200,31,37,7349,8.90231952852887
1,"nissan","gas","std","two","sedan","fwd","front",94.5,165.3,63.8,54.5,1951,"ohc","three_four",97,"2bbl",3.15,3.29,9.4,69,5200,31,37,7299,8.89549263145163
1,"nissan","gas","std","two","hatchback","fwd","front",94.5,165.6,63.8,53.3,2028,"ohc","three_four",97,"2bbl",3.15,3.29,9.4,69,5200,31,37,7799,8.9617507993305
1,"nissan","gas","std","four","sedan","fwd","front",94.5,165.3,63.8,54.5,1971,"ohc","three_four",97,"2bbl",3.15,3.29,9.4,69,5200,31,37,7499,8.92252495730139
1,"nissan","gas","std","four","wagon","fwd","front",94.5,170.2,63.8,53.5,2037,"ohc","three_four",97,"2bbl",3.15,3.29,9.4,69,5200,31,37,7999,8.98707181284882
2,"nissan","gas","std","two","hardtop_convert","fwd","front",95.1,162.4,63.8,53.3,2008,"ohc","three_four",97,"2bbl",3.15,3.29,9.4,69,5200,31,37,8249,9.01784725986073
0,"nissan","gas","std","four","hatchback","fwd","front",97.2,173.4,65.2,54.7,2324,"ohc","three_four",120,"2bbl",3.33,3.47,8.5,97,5200,27,34,8949,9.09929707318286
0,"nissan","gas","std","four","sedan","fwd","front",97.2,173.4,65.2,54.7,2302,"ohc","three_four",120,"2bbl",3.33,3.47,8.5,97,5200,27,34,9549,9.1641917159502
0,"nissan","gas","std","four","sedan","fwd","front",100.4,181.7,66.5,55.1,3095,"ohcv","five_six",181,"mpfi",3.43,3.27,9,152,5200,17,22,13499,9.51037088760883
0,"nissan","gas","std","four","wagon","fwd","front",100.4,184.6,66.5,56.1,3296,"ohcv","five_six",181,"mpfi",3.43,3.27,9,152,5200,17,22,14399,9.57491403870827
0,"nissan","gas","std","four","sedan","fwd","front",100.4,184.6,66.5,55.1,3060,"ohcv","five_six",181,"mpfi",3.43,3.27,9,152,5200,19,25,13499,9.51037088760883
3,"nissan","gas","std","two","hatchback","rwd","front",91.3,170.7,67.9,49.7,3071,"ohcv","five_six",181,"mpfi",3.43,3.27,9,160,5200,19,25,17199,9.75260652157649
3,"nissan","gas","turbo","two","hatchback","rwd","front",91.3,170.7,67.9,49.7,3139,"ohcv","five_six",181,"mpfi",3.43,3.27,7.8,200,5200,17,23,19699,9.88832315201635
1,"nissan","gas","std","two","hatchback","rwd","front",99.2,178.5,67.9,49.7,3139,"ohcv","five_six",181,"mpfi",3.43,3.27,9,160,5200,19,25,18399,9.82005159429409
0,"peugot","gas","std","four","sedan","rwd","front",107.9,186.7,68.4,56.7,3020,"l","three_four",120,"mpfi",3.46,3.19,8.4,97,5000,19,24,11900,9.38429367909962
0,"peugot","diesel","turbo","four","sedan","rwd","front",107.9,186.7,68.4,56.7,3197,"l","three_four",152,"idi",3.7,3.52,21,95,4150,28,33,13200,9.48797210857446
0,"peugot","gas","std","four","wagon","rwd","front",114.2,198.9,68.4,58.7,3230,"l","three_four",120,"mpfi",3.46,3.19,8.4,97,5000,19,24,12440,9.42867236629317
0,"peugot","diesel","turbo","four","wagon","rwd","front",114.2,198.9,68.4,58.7,3430,"l","three_four",152,"idi",3.7,3.52,21,95,4150,25,25,13860,9.53676227274389
0,"peugot","gas","std","four","sedan","rwd","front",107.9,186.7,68.4,56.7,3075,"l","three_four",120,"mpfi",3.46,2.19,8.4,95,5000,19,24,15580,9.65374331942474
0,"peugot","diesel","turbo","four","sedan","rwd","front",107.9,186.7,68.4,56.7,3252,"l","three_four",152,"idi",3.7,3.52,21,95,4150,28,33,16900,9.73506890091116
0,"peugot","gas","std","four","wagon","rwd","front",114.2,198.9,68.4,56.7,3285,"l","three_four",120,"mpfi",3.46,2.19,8.4,95,5000,19,24,16695,9.72286455237776
0,"peugot","diesel","turbo","four","wagon","rwd","front",114.2,198.9,68.4,58.7,3485,"l","three_four",152,"idi",3.7,3.52,21,95,4150,25,25,17075,9.74537068443899
0,"peugot","gas","std","four","sedan","rwd","front",107.9,186.7,68.4,56.7,3075,"l","three_four",120,"mpfi",3.46,3.19,8.4,97,5000,19,24,16630,9.71896357218697
0,"peugot","diesel","turbo","four","sedan","rwd","front",107.9,186.7,68.4,56.7,3252,"l","three_four",152,"idi",3.7,3.52,21,95,4150,28,33,17950,9.79534539391642
0,"peugot","gas","turbo","four","sedan","rwd","front",108,186.7,68.3,56,3130,"l","three_four",134,"mpfi",3.61,3.21,7,142,5600,18,24,18150,9.806425839693
1,"plymouth","gas","std","two","hatchback","fwd","front",93.7,157.3,63.8,50.8,1918,"ohc","three_four",90,"2bbl",2.97,3.23,9.4,68,5500,37,41,5572,8.6255093348997
1,"plymouth","gas","turbo","two","hatchback","fwd","front",93.7,157.3,63.8,50.8,2128,"ohc","three_four",98,"spdi",3.03,3.39,7.6,102,5500,24,30,7957,8.98180732337753
1,"plymouth","gas","std","four","hatchback","fwd","front",93.7,157.3,63.8,50.6,1967,"ohc","three_four",90,"2bbl",2.97,3.23,9.4,68,5500,31,38,6229,8.73697108525415
1,"plymouth","gas","std","four","sedan","fwd","front",93.7,167.3,63.8,50.8,1989,"ohc","three_four",90,"2bbl",2.97,3.23,9.4,68,5500,31,38,6692,8.80866806210672
1,"plymouth","gas","std","four","sedan","fwd","front",93.7,167.3,63.8,50.8,2191,"ohc","three_four",98,"2bbl",2.97,3.23,9.4,68,5500,31,38,7609,8.93708703617652
-1,"plymouth","gas","std","four","wagon","fwd","front",103.3,174.6,64.6,59.8,2535,"ohc","three_four",122,"2bbl",3.35,3.46,8.5,88,5000,24,30,8921,9.09616332691378
3,"plymouth","gas","turbo","two","hatchback","rwd","front",95.9,173.2,66.3,50.2,2818,"ohc","three_four",156,"spdi",3.59,3.86,7,145,5000,19,24,12764,9.45438398739813
3,"porsche","gas","std","two","hatchback","rwd","front",94.5,168.9,68.3,50.2,2778,"ohc","three_four",151,"mpfi",3.94,3.11,9.5,143,5500,19,27,22018,9.99961557963035
3,"porsche","gas","std","two","hardtop_convert","rwd","rear",89.5,168.9,65,51.6,2756,"ohcf","five_six",194,"mpfi",3.74,2.9,9.5,207,5900,17,25,32528,10.3898565358681
3,"porsche","gas","std","two","hardtop_convert","rwd","rear",89.5,168.9,65,51.6,2756,"ohcf","five_six",194,"mpfi",3.74,2.9,9.5,207,5900,17,25,34028,10.4349389940958
3,"porsche","gas","std","two","hardtop_convert","rwd","rear",89.5,168.9,65,51.6,2800,"ohcf","five_six",194,"mpfi",3.74,2.9,9.5,207,5900,17,25,37028,10.5194296621871
3,"saab","gas","std","two","hatchback","fwd","front",99.1,186.6,66.5,56.1,2658,"ohc","three_four",121,"mpfi",3.54,3.07,9.31,110,5250,21,28,11850,9.38008314656328
2,"saab","gas","std","four","sedan","fwd","front",99.1,186.6,66.5,56.1,2695,"ohc","three_four",121,"mpfi",3.54,3.07,9.3,110,5250,21,28,12170,9.40672918598157
3,"saab","gas","std","two","hatchback","fwd","front",99.1,186.6,66.5,56.1,2707,"ohc","three_four",121,"mpfi",2.54,2.07,9.3,110,5250,21,28,15040,9.61846859750383
2,"saab","gas","std","four","sedan","fwd","front",99.1,186.6,66.5,56.1,2758,"ohc","three_four",121,"mpfi",3.54,3.07,9.3,110,5250,21,28,15510,9.64924025617058
3,"saab","gas","turbo","two","hatchback","fwd","front",99.1,186.6,66.5,56.1,2808,"dohc","three_four",121,"mpfi",3.54,3.07,9,160,5500,19,26,18150,9.806425839693
2,"saab","gas","turbo","four","sedan","fwd","front",99.1,186.6,66.5,56.1,2847,"dohc","three_four",121,"mpfi",3.54,3.07,9,160,5500,19,26,18620,9.83199155083106
2,"subaru","gas","std","two","hatchback","fwd","front",93.7,156.9,63.4,53.7,2050,"ohcf","three_four",97,"2bbl",3.62,2.36,9,69,4900,31,36,5118,8.54051901671973
2,"subaru","gas","std","two","hatchback","fwd","front",93.7,157.9,63.6,53.7,2120,"ohcf","three_four",108,"2bbl",3.62,2.64,8.7,73,4400,26,31,7053,8.86120833720818
2,"subaru","gas","std","two","hatchback","4wd","front",93.3,157.3,63.8,55.7,2240,"ohcf","three_four",108,"2bbl",3.62,2.64,8.7,73,4400,26,31,7603,8.93629818522844
0,"subaru","gas","std","four","sedan","fwd","front",97.2,172,65.4,52.5,2145,"ohcf","three_four",108,"2bbl",3.62,2.64,9.5,82,4800,32,37,7126,8.87150534616578
0,"subaru","gas","std","four","sedan","fwd","front",97.2,172,65.4,52.5,2190,"ohcf","three_four",108,"2bbl",3.62,2.64,9.5,82,4400,28,33,7775,8.95866873704743
0,"subaru","gas","std","four","sedan","fwd","front",97.2,172,65.4,52.5,2340,"ohcf","three_four",108,"mpfi",3.62,2.64,9,94,5200,26,32,9960,9.20633235057864
0,"subaru","gas","std","four","sedan","4wd","front",97,172,65.4,54.3,2385,"ohcf","three_four",108,"2bbl",3.62,2.64,9,82,4800,24,25,9233,9.13053930177263
0,"subaru","gas","turbo","four","sedan","4wd","front",97,172,65.4,54.3,2510,"ohcf","three_four",108,"mpfi",3.62,2.64,7.7,111,4800,24,29,11259,9.32892308780313
0,"subaru","gas","std","four","wagon","fwd","front",97,173.5,65.4,53,2290,"ohcf","three_four",108,"2bbl",3.62,2.64,9,82,4800,28,32,7463,8.91771275713139
0,"subaru","gas","std","four","wagon","fwd","front",97,173.5,65.4,53,2455,"ohcf","three_four",108,"mpfi",3.62,2.64,9,94,5200,25,31,10198,9.2299469016151
0,"subaru","gas","std","four","wagon","4wd","front",96.9,173.6,65.4,54.9,2420,"ohcf","three_four",108,"2bbl",3.62,2.64,9,82,4800,23,29,8013,8.98882050177807
0,"subaru","gas","turbo","four","wagon","4wd","front",96.9,173.6,65.4,54.9,2650,"ohcf","three_four",108,"mpfi",3.62,2.64,7.7,111,4800,23,23,11694,9.36683116873562
1,"toyota","gas","std","two","hatchback","fwd","front",95.7,158.7,63.6,54.5,1985,"ohc","three_four",92,"2bbl",3.05,3.03,9,62,4800,35,39,5348,8.58447793822183
1,"toyota","gas","std","two","hatchback","fwd","front",95.7,158.7,63.6,54.5,2040,"ohc","three_four",92,"2bbl",3.05,3.03,9,62,4800,31,38,6338,8.75431854025087
1,"toyota","gas","std","four","hatchback","fwd","front",95.7,158.7,63.6,54.5,2015,"ohc","three_four",92,"2bbl",3.05,3.03,9,62,4800,31,38,6488,8.77770959579525
0,"toyota","gas","std","four","wagon","fwd","front",95.7,169.7,63.6,59.1,2280,"ohc","three_four",92,"2bbl",3.05,3.03,9,62,4800,31,37,6918,8.84188198949711
0,"toyota","gas","std","four","wagon","4wd","front",95.7,169.7,63.6,59.1,2290,"ohc","three_four",92,"2bbl",3.05,3.03,9,62,4800,27,32,7898,8.9743648418466
0,"toyota","gas","std","four","wagon","4wd","front",95.7,169.7,63.6,59.1,3110,"ohc","three_four",92,"2bbl",3.05,3.03,9,62,4800,27,32,8778,9.08000387024818
0,"toyota","gas","std","four","sedan","fwd","front",95.7,166.3,64.4,53,2081,"ohc","three_four",98,"2bbl",3.19,3.03,9,70,4800,30,37,6938,8.84476882752969
0,"toyota","gas","std","four","hatchback","fwd","front",95.7,166.3,64.4,52.8,2109,"ohc","three_four",98,"2bbl",3.19,3.03,9,70,4800,30,37,7198,8.88155848863898
0,"toyota","diesel","std","four","sedan","fwd","front",95.7,166.3,64.4,53,2275,"ohc","three_four",110,"idi",3.27,3.35,22.5,56,4500,34,36,7898,8.9743648418466
